,simuround,tissue,noise,marker,manual_annotation,manual_CLname,manual_CLID,gpt-4o-2024-08-06_annotation,gpt-4o-2024-08-06_CLID,RAG_annotation
2021,5,Lung,0.25,"GENE65,C20orf85,DNAH6,FAM92B,GENE69,RSPH1,CCDC170,CAPS,ZMYND10,CDHR3,SNTN,FANK1",Ciliated,ciliated cell,CL:0000064,Epithelial cells,CL:0000066,goblet cell
2022,5,Lung,0.25,"FCGR2B,HLA-DMB,GENE98,HLA-DQA1,CLEC10A,CSF2RA,GPR183,FPR3,HLA-DPB1,RGS1,GENE85,MS4A6A",Dendritic,dendritic cell,CL:0000451,Dendritic cells,CL:0000451,nonclassical monocyte
2023,5,Lung,0.25,"C1S,LUM,ABLIM1,CFD,C3,C1R,FBLN1,GENE92,DCN,SLIT2,GENE16,ADH1B",Fibroblast,fibroblast,CL:0000057,Fibroblasts,CL:0000057,fibroblast
2024,5,Lung,0.25,"TFF3,GENE39,GENE100,TFPI,CCL21,IGFBP7,MMRN1,PKHD1L1,PROX1,PPFIBP1,TIMP3,TBX1",Lymphatic,,,Endothelial cells,CL:0000115,unknown cell type
2025,5,Lung,0.25,"APOC1,GENE58,C1QB,C1QA,VSIG4,SLCO2B1,ACP5,ITGAX,GENE38,GPD1,MARCO,OLR1",Macrophage,macrophage,CL:0000235,Macrophages,CL:0000235,macrophage
2026,5,Lung,0.25,"GENE45,KLRF1,GENE94,GNLY,GZMB,FCGR3A,NKG7,PYHIN1,KLRD1,SPON2,PRF1,CD247",Natural Killer,natural killer cell,CL:0000623,Natural Killer (NK) cells,CL:0000623,neutrophil
2027,5,Lung,0.25,"PRDX4,MANF,SSR4,GENE30,XBP1,POU2AF1,TNFRSF17,HSP90B1,MZB1,DERL3,SEC11C,GENE83",Plasma,plasma cell,CL:0000786,Plasma cells,CL:0000786,b cell
2028,5,Lung,0.25,"SFTPA2,GENE89,SLC34A2,SFTPC,LAMP3,ABCA3,GENE29,SFTPA1,SFTPD,SFTPB,NAPSA,LPCAT1",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,Type II pneumocytes,CL:0002063,alveolar epithelial cell
2029,5,Lung,0.25,"KIT,VWA5A,CPA3,HPGDS,GRAP2,HDC,CD44,MS4A2,GENE91,GENE38,TPSAB1,GATA2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",Mast cells,CL:0000097,mast cell
2030,5,Lung,0.25,"LILRB2,GENE21,GENE86,COTL1,RPS19,LST1,AIF1,FCGR3A,SAT1,RHOC,FCN1,IFITM2",CD16+ Monocyte,,,Monocyte,CL:0000576,nonclassical monocyte
2031,5,Lung,0.25,"CDC42EP1,NOSTRIN,PODXL,CDH5,RAMP3,BTNL9,GENE12,CD81,FCN3,EPAS1,FLNB,GENE55",Capillary,,,Endothelial Cell,CL:0000115,endothelial cell
2032,5,Lung,0.25,"GENE47,CD3D,GZMH,CD3G,CD8B,CCL5,RPL34,NKG7,CD8A,GZMA,RPS27,GENE51",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,T Cell,CL:0000084,T cell
2033,5,Lung,0.25,"GENE82,SCGB3A2,GENE8,DSTN,CYB5A,CEACAM6,PIGR,CTSE,SFTPB,WFDC2,C16orf89,KIAA1324",Club,club cell,CL:0000158,Club Cell,CL:0000158,goblet cell
2034,5,Lung,0.25,"CALD1,ASPN,COL6A3,POSTN,LTBP1,BGN,GENE12,COL3A1,COL1A1,COL1A2,GENE77,ITGBL1",Myofibroblast,myofibroblast cell,CL:0000186,Fibroblast,CL:0000057,fibroblast
2035,5,Lung,0.25,"PTPRE,GZMB,IRF7,GENE72,TYROBP,GENE18,PLD4,NPC2,PPP1R14B,IL3RA,IRF4,SEC61B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,Natural Killer Cell,CL:0000623,natural killer t cell
2036,5,Lung,0.25,"TPX2,BIRC5,NUSAP1,STMN1,GENE93,UBE2C,TYMS,ANLN,KPNA2,CDK1,H2AFZ,GENE97",Proliferating Macrophage,,,Mitotic Cell,CL:0000646,unknown
2037,5,Lung,0.25,"BIRC5,NUSAP1,KIF2C,SMC4,GENE36,GENE33,UBE2C,H2AFV,AURKB,CENPF,HMGB2,TOP2A",Proliferating NK/T,,,Mitotic Cell,CL:0000646,proliferating cell
2038,5,Lung,0.25,"GENE13,POSTN,GENE57,VWF,COL15A1,ZNF385D,ENPP2,PLVAP,EMCN,INHBB,SPARCL1,SPRY1",Bronchial Vessel,,,"Fibroblast"",""Endothelial Cell",,unidentified cell type
2039,5,Lung,0.25,"GENE20,GENE68,BPIFB1,SAA1,SCGB1A1,RARRES1,MSMB,SCGB3A1,SLPI,LCN2,WFDC2,MUC5B",Mucous,,,Club Cell,CL:0000158,goblet cell
2040,5,Lung,0.25,"PTPRB,GENE9,PRSS23,TGM2,VWF,LIFR,SELP,PLA1A,CPE,GENE74,SRPX,SLCO2A1",Vein,,,Endothelial cells,CL:0000115,megakaryocyte
2041,5,Lung,0.25,"CHN1,CALD1,COL4A2,GENE65,NID1,COL4A1,LAMB1,COX4I2,GENE74,TACC1,PDGFRB,LAMC3",Pericyte,pericyte,CL:0000669,Fibroblasts,CL:0000057,fibroblast
2042,5,Lung,0.25,"CALD1,TPM2,PLN,GENE79,DSTN,CSRP1,GENE42,ACTA2,CNN1,DES,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,Smooth muscle cells,CL:0000192,smooth muscle cell
2043,5,Lung,0.25,"PTPRB,DKK2,HEY1,GENE40,GJA5,FBLN5,SEMA3G,EFNB2,BMX,GENE2,EPAS1,ARGLU1",Artery,,,Endothelial cells,CL:0000115,endothelial cell
2044,5,Lung,0.25,"HPGD,CYP3A5,CLDN5,APP,STXBP6,TBX2,GENE83,EMCN,SOSTDC1,GENE31,ESAM,EDNRB",Capillary Aerocyte,,,Epithelial cells,CL:0000066,endothelial cell
2045,5,Lung,0.25,"IPO7,SH3BP5,GENE57,RALA,GALNT18,SRSF11,PECAM1,ACVRL1,EPAS1,VAT1,WWTR1,GENE41",Capillary Intermediate,,,Neutrophils,CL:0000775,unknown
2046,5,Lung,0.25,"C7,FGF7,C3,WT1,MEDAG,STEAP1,OSR1,CCDC71L,GENE95,CPXM1,HAS1,GENE14",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,Mesothelial cells,CL:0000077,unknown
2047,5,Lung,0.25,"ALDH1A3,PRG4,GALNT9,C3,DSC3,ITLN1,MGARP,WT1,DMKN,GENE68,GENE42,SLPI",Mesothelial,mesothelial cell,CL:0000077,Goblet cells,CL:0000160,goblet cell
2048,5,Lung,0.25,"GENE1,CMTM5,TUBB1,GRAP2,ITGA2B,CABP5,GENE96,PF4,ACRBP,GP6,TMEM40,GP9",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",Megakaryocytes,CL:0000556,nonclassical monocyte
2049,5,Lung,0.25,"CD2,GNLY,CTSW,S100A6,GENE32,CCL5,GENE71,CEBPB,CXCR4,CD7,LGALS1,ZFP36L2",Natural Killer T,,,T lymphocytes,CL:0000084,T cell or cytotoxic lymphocyte
2050,5,Lung,0.25,"CLU,GENE94,CST5,MET,FAM150A,HSPB3,RAMP1,CSRP1,IGF1,SCX,CNN1,GENE73",Fibromyocyte,,,Club Cell,CL:0000158,fibroblast
2051,5,Lung,0.25,"CXCL17,S100P,PSCA,COX5A,TXN,GENE72,GENE27,AGR2,FAM3D,GABRP,CLIC1,WFDC2",Goblet,goblet cell,CL:0000160,Basal Cell,CL:0000646,pulmonary alveolar type 2 cell
2052,5,Lung,0.25,"TFF3,TMPRSS11E,PHGR1,BSND,FOXI1,GENE71,HEPACAM2,ATP6V1B1,STAC2,MFSD6L,GENE31,ASCL3",Ionocyte,ionocyte,CL:0005006,Goblet Cell,CL:0000160,goblet cell
2053,5,Lung,0.25,"GENE62,PCSK1N,EGR1,FAM46A,PRDX2,CHGA,SEC11C,SCGN,CPE,GENE49,BEX1,NENF",Neuroendocrine,neuroendocrine cell,CL:0000165,Neuroendocrine Cell,CL:0000165,unknown
2054,5,Lung,0.25,"TCN1,LPO,PHB,LYZ,GENE58,GENE18,TESC,ZG16B,PRR4,PRB3,PRH2,PRB4",Serous,serous secreting cell,CL:0000313,Club Cell,CL:0000158,neutrophil
2055,5,Lung,0.25,"C1QB,LYZ,GENE41,FCER1G,C1QA,LAPTM5,GENE18,AIF1,C1QC,HLA-DRB1,CTSZ,CTSL",Macrophages,macrophage,CL:0000235,Macrophage,CL:0000235,macrophage
2056,5,Lung,0.25,"GNLY,GZMB,GENE8,CTSW,CST7,CD7,CCL5,NKG7,GZMA,GENE49,CCL4,PRF1",Innate lymphoid cell NK,natural killer cell,CL:0000623,Cytotoxic T Cell,CL:0000910,cytotoxic T cell
2057,5,Lung,0.25,"S100A14,GENE74,SLC34A2,CYB5A,SLC39A8,SFTA2,GENE80,SFTPD,NAPSA,MUC1,SFTA3,PEBP4",AT2,type II pneumocyte,CL:0002063,Alveolar Epithelial Cell Type 2,CL:0002063,serous secreting cell
2058,5,Lung,0.25,"CLEC14A,ACKR1,GENE93,MGP,RAMP3,RAMP2,GENE87,IGFBP7,VWF,GNG11,PECAM1,SPARCL1",EC venous,vein endothelial cell,CL:0002543,Endothelial Cell,CL:0000115,endothelial cell
2059,5,Lung,0.25,"CD2,GENE9,CD3D,GENE21,IL32,CD69,CCL5,TRAC,CXCR4,CD3E,TRBC2,CORO1A",T cell lineage,T cell,CL:0000084,T Cell,CL:0000084,cd8+ mem/eff t cell
2060,5,Lung,0.25,"CLEC14A,TM4SF1,CLDN5,GENE79,GENE33,IFI27,SOX17,A2M,CRIP2,PECAM1,SPARCL1,GIMAP7",EC arterial,endothelial cell of artery,CL:1000413,Endothelial Cells,CL:0000115, Endothelial cell 
2061,5,Lung,0.25,"GENE9,CALD1,LUM,C1S,BGN,MGP,IGFBP7,COL6A1,DCN,COL1A2,SPARC,GENE99",Fibroblasts,fibroblast,CL:0000057,Fibroblasts,CL:0000057,lipofibroblast
2062,5,Lung,0.25,"AGER,EMP2,FXYD3,SFTA2,GENE87,CEACAM6,ADIRF,CAV1,KRT7,HOPX,TSPAN13,GENE59",AT1,type I pneumocyte,CL:0002062,Alveolar Type 2 Cells,CL:0002063,alveolar epithelial cell
2063,5,Lung,0.25,"RP11-356K23.1,C12orf75,GSTA1,CD24,GENE40,FAM229B,TMEM231,GENE56,RP11-295M3.4,C11orf97,C5orf49,SNTN",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,Epithelial Cells,CL:0000066,pulmonary alveolar type 2 cell
2064,5,Lung,0.25,"LTB,MS4A1,IGHA1,IGLC2,CD79A,TSC22D3,IGKC,GENE2,CORO1A,CD37,GENE51,ISG20",B cell lineage,B cell,CL:0000236,B Cells,CL:0000236,mast cell
2065,5,Lung,0.25,"GENE82,CXCL17,GENE21,KRT7,BPIFB1,CEACAM6,TACSTD2,PIGR,MUC1,WFDC2,CP,KRT19",Secretory,secretory cell,CL:0000151,Ciliated Cells,CL:0000064,goblet cell
2066,5,Lung,0.25,"CD14,S100A9,S100A8,FCER1G,GENE27,COTL1,GENE95,LST1,AIF1,VCAN,S100A12,FCN1",Monocytes,monocyte,CL:0000576,Monocytes,CL:0000576,nonclassical monocyte
2067,5,Lung,0.25,"TCN1,SELM,MARCKSL1,LTF,ZG16B,GENE71,PIP,PIGR,GENE85,CCL28,SEC11C,AZGP1",Submucosal Secretory,,,Secretory Cells,CL:0000151,goblet cell
2068,5,Lung,0.25,"CLEC14A,TM4SF1,CLDN5,AQP1,CDH5,IFI27,GENE76,PECAM1,SPARCL1,EGFL7,HYAL2,GENE38",EC capillary,capillary endothelial cell,CL:0002144,Endothelial Cells,CL:0000115,endothelial cell
2069,5,Lung,0.25,"SDPR,GENE1,TM4SF1,CLDN5,CCL21,RAMP2,ECSCR,GENE10,IGFBP7,MMRN1,GNG11,PPFIBP1",Lymphatic EC mature,,,Lymphatic Endothelial Cells,CL:0002138,unknown
2070,5,Lung,0.25,"TFF3,SDPR,AKAP12,CLDN5,TCF4,CCL21,GENE10,IGFBP7,GNG11,GENE31,TIMP3,TFPI",Lymphatic EC differentiating,,,Endothelial cells,CL:0000115,pulmonary endothelial cell
2071,5,Lung,0.25,"HLA-DQB1,HLA-DQA1,HLA-DPA1,ITGB2,GPR183,GENE11,HLA-DPB1,HLA-DRB1,HLA-DMA,CORO1A,MS4A6A,GENE83",Dendritic cells,dendritic cell,CL:0000451,Macrophages,CL:0000235,dendritic cell
2072,5,Lung,0.25,"CALD1,TPM2,CYR61,MT1X,GENE14,CTGF,GPX3,IGFBP5,SPARCL1,PRELP,GENE51,TAGLN",Myofibroblasts,myofibroblast cell,CL:0000186,Fibroblasts,CL:0000057,lipofibroblast
2073,5,Lung,0.25,"KIT,VWA5A,C1orf186,CPA3,HPGDS,MS4A2,TPSB2,GENE74,GENE43,TPSAB1,RGS13,GATA2",Mast cells,mast cell,CL:0000097,Mast cells,CL:0000097,mast cell
2074,5,Lung,0.25,"GENE50,TPM2,PLN,LMOD1,IGFBP7,FLNA,GENE42,ACTG2,SELM,PPP1R14A,DES,NEXN",Fibromyocytes,,,Myofibroblasts,CL:0000186,smooth muscle cell
2075,5,Lung,0.25,"S100A16,EID1,GENE89,ECSCR,MARCKS,TUBB,ARPC1A,HMGN1,GENE6,LSM2,COX20,HMGN2",Lymphatic EC proliferating,,,Epithelial cells,CL:0000066,endothelial cell
2076,5,Lung,0.25,"GENE45,FBXL7,GENE63,LDB2,TSHZ2,MMRN1,PKHD1L1,SEMA3A,KALRN,ST6GALNAC3,PPFIBP1,CD36",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,Smooth muscle cells,CL:0000192,unknown
2077,5,Lung,0.25,"GENE13,LMO7,RAB11FIP1,EMP2,NCKAP5,GENE84,RBMS3,NTM,KHDRBS2,LIMCH1,LAMA3,ST6GALNAC5",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,Epithelial cells,CL:0000066,unknown cell type
2078,5,Lung,0.25,"MACROD2,AUTS2,GENE97,GENE54,ZNF385B,SFTPC,ABCA3,ANK3,SFTPB,PDE4D,LRRK2,ERBB4",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,Type II pneumocytes,CL:0002063,alveolar epithelial cells
2079,5,Lung,0.25,"MACROD2,GLIS3,SSBP2,GENE51,EYA2,XPR1,RBMS3,KRT17,GENE77,TP63,FAF1,CACHD1",Epithelial cell (basal),basal cell,CL:0000646,Type II pneumocytes,CL:0002063,unidentified cell type
2080,5,Lung,0.25,"TMEM232,DNAH12,CFAP54,DNAH7,STK33,HYDIN,CDHR3,LRRIQ1,GENE85,AGBL4,GENE14,C4orf22",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,Ciliated epithelial cells,CL:0000067,ciliated epithelial cell
2081,5,Lung,0.25,"NEDD4L,MACROD2,GENE63,SCGB3A2,CDK14,MECOM,BMPR1B,KIAA1217,SFTPB,GENE2,ERBB4,KIAA1324",Epithelial cell (club),club cell,CL:0000158,Clara cells,CL:0000158,pulmonary alveolar type 2 cell
2082,5,Lung,0.25,"GENE94,PDK1,GENE30,FBXW7,ARHGAP15,PLCG2,ST6GAL1,CREB3L2,FCHSD2,RALGPS2,DENND5B,MEF2C",Immune (B cell),B cell,CL:0000236,Type II alveolar cells,CL:0002063,mixture
2083,5,Lung,0.25,"GENE8,GENE30,PIP4K2A,B2M,FYN,SKAP1,ARHGAP15,PRKCH,KLRD1,PARP8,AOAH,CD247",Immune (NK cell),natural killer cell,CL:0000623,T lymphocytes,CL:0000084,nonclassical monocyte
2084,5,Lung,0.25,"GENE82,FYN,FKBP5,BCL2,PTPRC,GENE4,SYTL3,ARHGAP15,PARP8,THEMIS,ITK,SKAP1",Immune (T cell),T cell,CL:0000084,B lymphocytes,CL:0000236,unknown cell type
2085,5,Lung,0.25,"ZEB2,DOCK8,GENE19,FMNL2,GPCPD1,SLC11A1,PPARG,GENE89,RNF149,TFRC,PLXDC2,MSR1",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,Macrophages,CL:0000235,neutrophil
2086,5,Lung,0.25,"KIT,SAMSN1,IL18R1,FER,TPSB2,SLC24A3,SRGN,SYTL3,ARHGAP15,GENE2,GENE75,TPSAB1",Immune (mast cell),mast cell,CL:0000097,Mast cells,CL:0000097,mast cell
2087,5,Lung,0.25,"GENE39,CALD1,INPP4B,CACNA1C,TPM1,GENE60,PRKG1,ACTA2,DMD,EBF1,LPP,MYH11",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192",Fibroblasts,CL:0000057,smooth muscle cell
2088,5,Lung,0.25,"PTPRB,PTPRM,GENE63,TCF4,LDB2,GENE69,ST6GALNAC3,TIMP3,PECAM1,CALCRL,EPAS1,EGFL7",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,Endothelial cells,CL:0000115,endothelial cell
2089,5,Lung,0.25,"GENE22,GENE7,LAMA2,PLEKHH2,ROBO2,LSAMP,RBMS3,PRKG1,ARHGAP6,RORA,SLIT2,PLXDC2",Fibroblast,fibroblast,CL:0000057,Smooth muscle cells,CL:0000192,fibroblast
2090,5,Lung,0.25,"TBXAS1,ZEB2,GENE3,FKBP5,CD74,PIK3R5,CHST11,GENE84,SRGN,PLXDC2,SLC8A1,CTSB",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235",Epithelial cells,CL:0000066,Unknown
2091,5,Lung,0.25,"PLIN2,GHR,ADIPOQ,LPIN1,PPARG,GENE67,PLIN1,GENE96,FOXO1,EBF1,G0S2,ACSL1",Adipocyte,fat cell,CL:0000136,Adipocytes,CL:0000136,adipocyte
2092,5,Lung,0.25,"AGER,EMP2,GENE56,CAV1,PDPN,HOPX",Alveolar Type I,type I pneumocyte,CL:0002062,Type 1 alveolar cells,CL:0002062,alveolar type I cell
2093,5,Lung,0.25,"NKX2-1,SLC34A2,LAMP3,SFTPC,SFTPB,GENE73",Alveolar Type II,type II pneumocyte,CL:0002063,Type 2 alveolar cells,CL:0002063,pulmonary alveolar type 2 cell
2094,5,Lung,0.25,"GENE50,CD24,CXCR3,CD1c,FAS,CR2",B cell_memory,memory B cell,CL:0000787,Dendritic cells,CL:0000451,unknown
2095,5,Lung,0.25,"GENE19,TUBA1A,HYDIN,FAM92B,FOXJ1,DNAH5,DNAI1,DNAI2,GENE6,CDHR3",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,Ciliated cells,CL:0000064,ciliated epithelial cell
2096,5,Lung,0.25,"SCGB3A2,GENE98,SCGB1A1,BPIFA1,SCGB3A1,SLPI,MUC5B,CYP2F2",Club Epithelial,club cell,CL:0000158,Club cells,CL:0000158,club cell and goblet cell
2097,5,Lung,0.25,"GENE94,GENE9,NEGR1,COL4A1,GENE77,GENE58,COL5A1,GENE95,COL1A1,IGFBP5,FBN1,VIM,COL5A2,IL33,HGF,COL18A1,COL6A3,FBLN1,DCN,GENE85,SLIT2,FN1,DDR2,CCN2,IGFBP3,COL6A6,IL6,COL3A1,COL6A1,COL1A2,COL6A2",Fibroblast,fibroblast,CL:0000057,Fibroblasts,CL:0000057,fibroblast
2098,5,Lung,0.25,"RELN,GENE21,FLT4,CCL21,MMRN1,PROX1,LYVE1",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,Lymphatic endothelial cells,CL:0002138,lymphatic endothelial cell
2099,5,Lung,0.25,"GENE94,LYZ,C1QA,PTPRC,LYVE1,CD68,MSR1,GENE16,SLC11A1,MERTK,GENE89,CPM,GENE6,CD163,MS4A6A,RBPJ,MS4A4A,CD74,CD36,GENE14,MR1,CSF1R,MRC1",Macrophage,macrophage,CL:0000235,Macrophages,CL:0000235,myeloid macrophage cell
2100,5,Lung,0.25,"KIT,HDC,GENE29,TPSB2,CD69,FCER1A,TPSAB1",Mast Cell,mast cell,CL:0000097,Mast Cells,CL:0000097,mast cell
2101,5,Lung,0.25,"MYO1B,GENE98,CSPG4,GENE3,MCAM,ACTA2,ANPEP,DES,PDGFRB",Pericyte,pericyte,CL:0000669,Pericytes,CL:0000669,unknown cell type
2102,5,Lung,0.25,"CNN1,MYOCD,GENE99,GENE73,ACTN1,GENE71,GUCY1B3,SMTN,ACTA2,ACTG2,PALLD,VCL,MYL9,GUCY1A3,MYH11,DES,TAGLN",Smooth Muscle,smooth muscle cell,CL:0000192,Smooth Muscle Cells,CL:0000192,smooth muscle cell
2103,5,Lung,0.25,"TRBC1,CD3D,CD3G,CD69,PTPRC,CD247,NKG7,CD96,IL7R,TRAC,CD3E,GENE96,GENE43,THEMIS,GENE16,SKAP1",T cell,T cell,CL:0000084,CD4+ T Cells,CL:0000492,cd8+ mem/eff t cell
2104,5,Lung,0.25,"PTPRB,GENE21,CLDN5,NOSTRIN,LDB2,RAMP3,VWF,EPHB4,PECAM1,BACE2,GENE55,CD300LG",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,Endothelial Cells,CL:0000115,endothelial cell
2105,5,Lung,0.25,"NAPSA,SFTPA1,SFTPA2,SFTPD,SFTA2,SFTPB,SLC34A2,PGC,HOPX,MUC1",type ii pneumocyte,type II pneumocyte,CL:0002063,Alveolar Type II Pneumocytes,CL:0002063,alveolar type II cell
2106,5,Lung,0.25,"IL1R2,S100A12,FCGR3B,CXCR2,MTND5P32,PROK2,CD177,MMP25,OLAH,MGAM",neutrophil,neutrophil,CL:0000775,Neutrophils,CL:0000775,neutrophil
2107,5,Lung,0.25,"IL7R,IL32,CD3D,CD69,CD3E,TRAC,CXCR4,CD2,CD3G,TRBC2","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,T Cells,CL:0000084,T cell
2108,5,Lung,0.25,"CCL5,GZMA,IL32,CCL4,NKG7,CD3D,CD2,KLRD1,CD3E,GNLY","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,NK T Cells,CL:0000814,cytotoxic T cell
2109,5,Lung,0.25,"GNLY,KLRD1,GZMB,PRF1,GZMA,FGFBP2,CST7,CD247,KLRF1,KLRB1",nk cell,natural killer cell,CL:0000623,Natural Killer Cells,CL:0000623,natural killer cell
